Sample Number,Variety,endo,Source notes,year,location,Extra Notes
15A0072,Ma2402,su1,Ma2402-214,2015,New York,
15A0510,Ma2402,su1,Ma2402-214,2015,New York,
2355,Ma2402,su1,Ma2402-214,2015,Wisconsin,
31869,Ma2410,,,2014,Wisconsin,Manually Added 2021.09.06
14A0116,Ma32,su1,(P39 x C4)x P39,2014,New York,
14A0709,Ma32,su1,(P39 x C4)x P39,2014,New York,
31665,Ma32,su1,(P39 x C4)x P39,2014,Wisconsin,
31752,Ma32,su1,(P39 x C4)x P39,2014,Wisconsin,
15A0151,Ma32,su1,(P39 x C4)x P39,2015,New York,
15A0736,Ma32,su1,(P39 x C4)x P39,2015,New York,
2536,Ma32,su1,(P39 x C4)x P39,2015,Wisconsin,Manually Added 2021.09.06
14A0283,Ma401,su1,Found in Diversity Panel. No notes,2014,New York,
14A0532,Ma401,su1,Found in Diversity Panel. No notes,2014,New York,
31903,Ma401,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32429,Ma401,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0421,Ma401,su1,Found in Diversity Panel. No notes,2015,New York,
15A0943,Ma401,su1,Found in Diversity Panel. No notes,2015,New York,
3427,Ma401,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0248,Ma5125,su1,MA5125 (NON Bu),2014,New York,
14A0605,Ma5125,su1,MA5125 (NON Bu),2014,New York,
31234,Ma5125,su1,MA5125 (NON Bu),2014,Wisconsin,
31468,Ma5125,su1,MA5125 (NON Bu),2014,Wisconsin,
15A0196,Ma5125,su1,MA5125 (NON Bu),2015,New York,
15A0785,Ma5125,su1,MA5125 (NON Bu),2015,New York,
31845,Ma609,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
31872,Ma609,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
14A0211,Ma83608,su1,Found in Diversity Panel. No notes,2014,New York,
14A0727,Ma83608,su1,Found in Diversity Panel. No notes,2014,New York,
31706,Ma83608,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32440,Ma83608,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0058,Ma83608,su1,Found in Diversity Panel. No notes,2015,New York,
15A0506,Ma83608,su1,Found in Diversity Panel. No notes,2015,New York,
2229,Ma83608,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0208,MDM-1,su1,Found in Diversity Panel. No notes,2014,New York,
14A0579,MDM-1,su1,Found in Diversity Panel. No notes,2014,New York,
31507,MDM-1,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32235,MDM-1,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0210,MDM-1,su1,Found in Diversity Panel. No notes,2015,New York,
15A0612,MDM-1,su1,Found in Diversity Panel. No notes,2015,New York,
3023,MDM-1,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0395,MDM-12,su1,Found in Diversity Panel. No notes,2014,New York,
14A0848,MDM-12,su1,Found in Diversity Panel. No notes,2014,New York,
30447,MDM-12,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32450,MDM-12,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0230,MDM-12,su1,Found in Diversity Panel. No notes,2015,New York,
15A0629,MDM-12,su1,Found in Diversity Panel. No notes,2015,New York,
14A0434,MDM-15,su1,Found in Diversity Panel. No notes,2014,New York,
14A0845,MDM-15,su1,Found in Diversity Panel. No notes,2014,New York,
30531,MDM-15,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
31656,MDM-15,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0468,MDM-15,su1,Found in Diversity Panel. No notes,2015,New York,
15A0960,MDM-15,su1,Found in Diversity Panel. No notes,2015,New York,
3556,MDM-15,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0423,MDM-16,su1,Found in Diversity Panel. No notes,2014,New York,
14A0840,MDM-16,su1,Found in Diversity Panel. No notes,2014,New York,
30459,MDM-16,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
31653,MDM-16,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0470,MDM-16,su1,Found in Diversity Panel. No notes,2015,New York,
15A0874,MDM-16,su1,Found in Diversity Panel. No notes,2015,New York,
3435,MDM-16,su1,no notes,2015,Wisconsin,
14A0629,MDM-17,su1,Found in Diversity Panel. No notes,2014,New York,
31757,MDM-17,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32308,MDM-17,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0170,MDM-17,su1,Found in Diversity Panel. No notes,2015,New York,
15A0731,MDM-17,su1,Found in Diversity Panel. No notes,2015,New York,
2834,MDM-17,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0425,MDM-18,su1,Found in Diversity Panel. No notes,2014,New York,
14A0794,MDM-18,su1,Found in Diversity Panel. No notes,2014,New York,
30319,MDM-18,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32057,MDM-18,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0708,MDM-18,su1,Found in Diversity Panel. No notes,2015,New York,
2814,MDM-18,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0756,MDM-19,su1,Found in Diversity Panel. No notes,2014,New York,
31831,MDM-19,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0249,MDM-19,su1,Found in Diversity Panel. No notes,2015,New York,
2927,MDM-19,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
15A0799,MDM-19,su1,Found in Diversity Panel. No notes,2015,New York,Manually Added 2021.09.06
14A0401,MDM-2,su1,Found in Diversity Panel. No notes,2014,New York,
14A0849,MDM-2,su1,Found in Diversity Panel. No notes,2014,New York,
32050,MDM-2,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0402,MDM-2,su1,Found in Diversity Panel. No notes,2015,New York,
15A0863,MDM-2,su1,Found in Diversity Panel. No notes,2015,New York,
3544,MDM-2,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0436,MDM-20,su1,Found in Diversity Panel. No notes,2014,New York,
14A0808,MDM-20,su1,Found in Diversity Panel. No notes,2014,New York,
15A0182,MDM-20,su1,Found in Diversity Panel. No notes,2015,New York,
15A0695,MDM-20,su1,Found in Diversity Panel. No notes,2015,New York,
2960,MDM-20,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0762,MDM-21,su1,Found in Diversity Panel. No notes,2014,New York,
31836,MDM-21,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32315,MDM-21,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0225,MDM-21,su1,Found in Diversity Panel. No notes,2015,New York,
15A0825,MDM-21,su1,Found in Diversity Panel. No notes,2015,New York,
3206,MDM-21,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0724,MDM-23,su1,Found in Diversity Panel. No notes,2014,New York,
31445,MDM-23,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
31676,MDM-23,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0238,MDM-23,su1,Found in Diversity Panel. No notes,2015,New York,
15A0808,MDM-23,su1,Found in Diversity Panel. No notes,2015,New York,
32276,MDM3,,,2014,Wisconsin,Manually Added 2021.09.06
14A0432,MDM-5,su1,Found in Diversity Panel. No notes,2014,New York,
14A0855,MDM-5,su1,Found in Diversity Panel. No notes,2014,New York,
30460,MDM-5,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
31854,MDM-5,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0412,MDM-5,su1,Found in Diversity Panel. No notes,2015,New York,
15A0867,MDM-5,su1,Found in Diversity Panel. No notes,2015,New York,
3417,MDM-5,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
32025,MDM-6,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32472,MDM-6,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
14A0380,MDM-8,su1,Found in Diversity Panel. No notes,2014,New York,
14A0860,MDM-8,su1,Found in Diversity Panel. No notes,2014,New York,
30667,MDM-8,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32133,MDM-8,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0332,MDM-8,su1,Found in Diversity Panel. No notes,2015,New York,
15A0601,MDM-8,su1,Found in Diversity Panel. No notes,2015,New York,
2758,MDM-8,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0275,MDM-9,su1,Found in Diversity Panel. No notes,2014,New York,
14A0658,MDM-9,su1,Found in Diversity Panel. No notes,2014,New York,
31239,MDM-9,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
31303,MDM-9,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0112,MDM-9,su1,Found in Diversity Panel. No notes,2015,New York,
15A0608,MDM-9,su1,Found in Diversity Panel. No notes,2015,New York,
2756,MDM-9,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0055,Me1,su1,Golden Bantam x Burbank,2014,New York,
30855,Me1,su1,Golden Bantam x Burbank,2014,Wisconsin,
31111,Me1,su1,Golden Bantam x Burbank,2014,Wisconsin,
15A0236,Me1,su1,Golden Bantam x Burbank,2015,New York,
3044,Me1,su1,Golden Bantam x Burbank,2015,Wisconsin,
14A0009,Me100,su1,Golden Bantam,2014,New York,
14A0475,Me100,su1,Golden Bantam,2014,New York,
30711,Me100,su1,Golden Bantam,2014,Wisconsin,
31331,Me100,su1,Golden Bantam,2014,Wisconsin,
15A0073,Me100,su1,Golden Bantam,2015,New York,
15A0579,Me100,su1,Golden Bantam,2015,New York,
2345,Me100,su1,Golden Bantam,2015,Wisconsin,
14A0074,Me121-wb,su1,Found in Diversity Panel. No notes,2014,New York,
14A0465,Me121-wb,su1,Found in Diversity Panel. No notes,2014,New York,
30676,Me121-wb,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
31251,Me121-wb,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0365,Me121-wb,su1,Found in Diversity Panel. No notes,2015,New York,
15A0783,Me121-wb,su1,Found in Diversity Panel. No notes,2015,New York,
2742,Me121-wb,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0088,Me123,su1,Found in Diversity Panel. No notes,2014,New York,
14A0511,Me123,su1,Found in Diversity Panel. No notes,2014,New York,
30474,Me123,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
30842,Me123,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0101,Me123,su1,Found in Diversity Panel. No notes,2015,New York,
15A0553,Me123,su1,Found in Diversity Panel. No notes,2015,New York,
2552,Me123,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0066,Me135,su1,Golden Bantam,2014,New York,
14A0523,Me135,su1,Golden Bantam,2014,New York,
30734,Me135,su1,Golden Bantam,2014,Wisconsin,
31104,Me135,su1,Golden Bantam,2014,Wisconsin,
15A0086,Me135,su1,Golden Bantam,2015,New York,
15A0515,Me135,su1,Golden Bantam,2015,New York,
2364,Me135,su1,Golden Bantam,2015,Wisconsin,
14A0045,Me2,su1,Spanish Gold inbred x P39,2014,New York,
14A0488,Me2,su1,Spanish Gold inbred x P39,2014,New York,
31271,Me2,su1,Spanish Gold inbred x P39,2014,Wisconsin,
15A0508,Me2,su1,Spanish Gold inbred x P39,2015,New York,
2349,Me2,su1,Spanish Gold inbred x P39,2015,Wisconsin,
14A0083,Me244-wb,su1,Found in Diversity Panel. No notes,2014,New York,
14A0443,Me244-wb,su1,Found in Diversity Panel. No notes,2014,New York,
30737,Me244-wb,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
31080,Me244-wb,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
2607,Me244-wb,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0025,Me2rt,su1,Me2,2014,New York,
14A0479,Me2rt,su1,Me2,2014,New York,
30307,Me2rt,su1,Me2,2014,Wisconsin,
30835,Me2rt,su1,Me2,2014,Wisconsin,
15A0033,Me2rt,su1,Me2,2015,New York,
15A0580,Me2rt,su1,Me2,2015,New York,
2218,Me2rt,su1,Me2,2015,Wisconsin,
14A0405,Mo17,field,C.I. 187-2 x C103,2014,New York,
14A0837,Mo17,field,C.I. 187-2 x C103,2014,New York,
30652,Mo17,field,C.I. 187-2 x C103,2014,Wisconsin,
32131,Mo17,field,C.I. 187-2 x C103,2014,Wisconsin,
15A0861,Mo17,field,C.I. 187-2 x C103,2015,New York,
3405,Mo17,field,C.I. 187-2 x C103,2015,Wisconsin,
15A0450,Mo17,field,C.I. 187-2 x C103,2015,New York,Manually Added 2021.09.06
30680,MR10,su1sh2-i,(Cristalino Norteno) S6,2014,Wisconsin,
30847,MR10,su1sh2-i,MR10 (Cristalino Norteno) S6,2014,Wisconsin,
15A0413,MR10,su1sh2-i,(Cristalino Norteno) S6,2015,New York,
15A0906,MR10,su1sh2-i,MR10 (Cristalino Norteno) S6,2015,New York,
3432,MR10,su1sh2-i,no notes,2015,Wisconsin,
14A0364,MR14,field,MR14 (Longfellow Flint),2014,New York,Manually Added 2021.09.06
14A0868,MR14,field,MR14 (Longfellow Flint),2014,New York,Manually Added 2021.09.06
30523,MR14,field,MR14 (Longfellow Flint),2014,Wisconsin,Manually Added 2021.09.06
31657,MR14,field,MR14 (Longfellow Flint),2014,Wisconsin,Manually Added 2021.09.06
15A0689,MR14,field,MR14 (Longfellow Flint),2015,New York,Manually Added 2021.09.06
14A0520,ND1,su1,Found in Diversity Panel. No notes,2014,New York,
30311,ND1,su1,Falconer,2014,Wisconsin,
30840,ND1,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0090,ND1,su1,Found in Diversity Panel. No notes,2015,New York,
2215,ND1,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0105,NJ112,su1,Found in Diversity Panel. No notes,2014,New York,
14A0778,NJ112,su1,Found in Diversity Panel. No notes,2014,New York,
31346,NJ112,su1,Found in Diversity Panel. No notes,2014,Wisconsin,Fresh Samples left at room temperature. Might be trash
31677,NJ112,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0321,NJ112,su1,Found in Diversity Panel. No notes,2015,New York,
15A0620,NJ112,su1,Found in Diversity Panel. No notes,2015,New York,
2606,NJ112,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
31548,NJ116-wa,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32108,NJ116-wa,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
14A0312,NJ159,su1,Found in Diversity Panel. No notes,2014,New York,
31667,NJ159,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32233,NJ159,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0141,NJ159,su1,Found in Diversity Panel. No notes,2015,New York,
15A0662,NJ159,su1,Found in Diversity Panel. No notes,2015,New York,
2962,NJ159,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0192,NJ618,su1,NJ618-407:69M,2014,New York,
14A0617,NJ618,su1,NJ618-407:69M,2014,New York,
31048,NJ618,su1,NJ618-407:69M,2014,Wisconsin,
31076,NJ618,su1,NJ618-407:69M,2014,Wisconsin,
15A0044,NJ618,su1,NJ618-407:69M,2015,New York,
2342,NJ618,su1,NJ618-407:69M,2015,Wisconsin,
30706,NJ7Y,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
31248,NJ7Y,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0486,NJ7Y,su1,Found in Diversity Panel. No notes,2015,New York,
2370,NJ7Y,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0407,OH43,field,W8 x Oh40B,2014,New York,
14A0878,OH43,field,W8 x Oh40B,2014,New York,
30324,OH43,field,W8 X Oh40B,2014,Wisconsin,
31849,OH43,field,W8 x Oh40B,2014,Wisconsin,
15A0467,OH43,field,W8 x Oh40B,2015,New York,
15A0949,OH43,field,W8 x Oh40B,2015,New York,
3223,OH43,field,W8 x Oh40B,2015,Wisconsin,
14A0826,OH7B,field,(Oh7 x 38-11) x Oh7,2014,New York,
30862,OH7B,field,(Oh7 x 38-11) x Oh7,2014,Wisconsin,
31734,OH7B,field,(Oh7 x 38-11) x Oh7,2014,Wisconsin,Fresh Samples left at room temperature. Might be trash
14A0016,OLCOTT,su1,several varieties found in diversity panel,2014,New York,
14A0491,OLCOTT,su1,several varieties found in diversity panel,2014,New York,
30677,OLCOTT,su1,several varieties found in diversity panel,2014,Wisconsin,
31327,OLCOTT,su1,several varieties found in diversity panel,2014,Wisconsin,
15A0560,OLCOTT,su1,several varieties found in diversity panel,2015,New York,
2348,OLCOTT,su1,several varieties found in diversity panel,2015,Wisconsin,
14A0231,P14,su1,Golden Rod,2014,New York,
14A0644,P14,su1,Golden Rod,2014,New York,
32035,P14,su1,Golden Rod,2014,Wisconsin,
32313,P14,su1,Golden Rod,2014,Wisconsin,
15A0114,P14,su1,Golden Rod,2015,New York,
2616,P14,su1,Golden Rod,2015,Wisconsin,
14A0144,P35,su1,Found in Diversity Panel. No notes,2014,New York,
14A0730,P35,su1,Found in Diversity Panel. No notes,2014,New York,
32236,P35,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32319,P35,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0460,P35,su1,Found in Diversity Panel. No notes,2015,New York,
15A0922,P35,su1,Found in Diversity Panel. No notes,2015,New York,
3406,P35,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0136,P39,su1,Purdue Bantam,2014,New York,
14A0207,P39,su1,Purdue Bantam,2014,New York,
14A0225,P39,su1,Purdue Bantam,2014,New York,
14A0233,P39,su1,Purdue Bantam,2014,New York,
14A0262,P39,su1,Purdue Bantam,2014,New York,
14A0412,P39,su1,Purdue Bantam,2014,New York,
14A0599,P39,su1,Purdue Bantam,2014,New York,
14A0637,P39,su1,Purdue Bantam,2014,New York,
14A0641,P39,su1,Purdue Bantam,2014,New York,
14A0657,P39,su1,Purdue Bantam,2014,New York,
14A0686,P39,su1,Purdue Bantam,2014,New York,
14A0839,P39,su1,Purdue Bantam,2014,New York,
30470,P39,su1,Purdue Bantam,2014,Wisconsin,
30745,P39,su1,Purdue Bantam,2014,Wisconsin,
31240,P39,su1,Purdue Bantam,2014,Wisconsin,
31425,P39,su1,Purdue Bantam,2014,Wisconsin,
31520,P39,su1,Purdue Bantam,2014,Wisconsin,
31634,P39,su1,Purdue Bantam,2014,Wisconsin,
31874,P39,su1,Purdue Bantam,2014,Wisconsin,
31939,P39,su1,Purdue Bantam,2014,Wisconsin,
32071,P39,su1,Purdue Bantam,2014,Wisconsin,
32119,P39,su1,Purdue Bantam,2014,Wisconsin,
32231,P39,su1,Purdue Bantam,2014,Wisconsin,
32318,P39,su1,Purdue Bantam,2014,Wisconsin,
15A0065,P39,su1,Purdue Bantam,2015,New York,
15A0160,P39,su1,Purdue Bantam,2015,New York,
15A0169,P39,su1,Purdue Bantam,2015,New York,
15A0235,P39,su1,Purdue Bantam,2015,New York,
15A0307,P39,su1,Purdue Bantam,2015,New York,
15A0334,P39,su1,Purdue Bantam,2015,New York,
15A0569,P39,su1,Purdue Bantam,2015,New York,
15A0609,P39,su1,Purdue Bantam,2015,New York,
15A0713,P39,su1,Purdue Bantam,2015,New York,
15A0732,P39,su1,Purdue Bantam,2015,New York,
15A0762,P39,su1,Purdue Bantam,2015,New York,
15A0831,P39,su1,Purdue Bantam,2015,New York,
2216,P39,su1,Purdue Bantam,2015,Wisconsin,
2601,P39,su1,Purdue Bantam,2015,Wisconsin,
2806,P39,su1,Purdue Bantam,2015,Wisconsin,
3042,P39,su1,Purdue Bantam,2015,Wisconsin,
3156,P39,su1,Purdue Bantam,2015,Wisconsin,
3366,P39,su1,Purdue Bantam,2015,Wisconsin,
32111,P39 Goodman Buckler,su1,Purdue Bantam,2014,Wisconsin,
32432,P39 Goodman Buckler,su1,Purdue Bantam,2014,Wisconsin,
14A0134,P39(New),su1,Purdue Bantam,2014,New York,
14A0570,P39(New),su1,Purdue Bantam,2014,New York,
31315,P39(New),su1,Purdue Bantam,2014,Wisconsin,
31437,P39(New),su1,Purdue Bantam,2014,Wisconsin,
15A0175,P39(New),su1,Purdue Bantam,2015,New York,
15A0851,P39(New),su1,Purdue Bantam,2015,New York,
2951,P39(New),su1,Purdue Bantam,2015,Wisconsin,
14A0141,P39a,su1,Found in Diversity Panel. No notes,2014,New York,
14A0712,P39a,su1,Found in Diversity Panel. No notes,2014,New York,
31522,P39a,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
31751,P39a,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0281,P39a,su1,Found in Diversity Panel. No notes,2015,New York,
15A0596,P39a,su1,Found in Diversity Panel. No notes,2015,New York,
2749,P39a,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0674,P39b,su1,Found in Diversity Panel. No notes,2014,New York,
32110,P39b,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0181,P39b,su1,Found in Diversity Panel. No notes,2015,New York,
15A0712,P39b,su1,Found in Diversity Panel. No notes,2015,New York,
2967,P39b,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0251,P39Goodman-Buckler,su1,Purdue Bantam,2014,New York,
14A0548,P39Goodman-Buckler,su1,Purdue Bantam,2014,New York,
15A0215,P39Goodman-Buckler,su1,Purdue Bantam,2015,New York,
15A0615,P39Goodman-Buckler,su1,Purdue Bantam,2015,New York,
2625,P39Goodman-Buckler,su1,Purdue Bantam,2015,Wisconsin,
3966,P39Goodman-Buckler,su1,Purdue Bantam,2015,Wisconsin,
15A0226,P39Le-253,su1,Found in Diversity Panel. No notes,2015,New York,
15A0697,P39Le-253,su1,Found in Diversity Panel. No notes,2015,New York,
2965,P39Le-253,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0195,P39Le-253:60,su1,Found in Diversity Panel. No notes,2014,New York,
14A0544,P39Le-253:60,su1,Found in Diversity Panel. No notes,2014,New York,
31645,P39Le-253:60,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32465,P39Le-253:60,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0190,P39LE-261,su1,Found in Diversity Panel. No notes,2015,New York,
15A0793,P39LE-261,su1,Found in Diversity Panel. No notes,2015,New York,
3043,P39LE-261,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0282,P39LE-261:61,su1,Found in Diversity Panel. No notes,2014,New York,
14A0696,P39LE-261:61,su1,Found in Diversity Panel. No notes,2014,New York,
32032,P39LE-261:61,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
32114,P39LE-261:61,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
14A0339,P39M94,su1,Found in Diversity Panel. No notes,2014,New York,
14A0549,P39M94,su1,Found in Diversity Panel. No notes,2014,New York,
31318,P39M94,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
31435,P39M94,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0150,P39M94,su1,Found in Diversity Panel. No notes,2015,New York,
2603,P39M94,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0159,P39M96,su1,P39 selection (purdue bantam),2014,New York,
14A0719,P39M96,su1,P39 selection (purdue bantam),2014,New York,
31627,P39M96,su1,P39 selection (purdue bantam),2014,Wisconsin,
32478,P39M96,su1,P39 selection (purdue bantam),2014,Wisconsin,
15A0826,P39M96,su1,P39 selection (purdue bantam),2015,New York,
2627,P39M96,su1,P39 selection (purdue bantam),2015,Wisconsin,
14A0193,P39xRp1d,su1,Found in Diversity Panel. No notes,2014,New York,
14A0741,P39xRp1d,su1,Found in Diversity Panel. No notes,2014,New York,
31441,P39xRp1d,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
31674,P39xRp1d,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0195,P39xRp1d,su1,Found in Diversity Panel. No notes,2015,New York,
15A0834,P39xRp1d,su1,Found in Diversity Panel. No notes,2015,New York,
3026,P39xRp1d,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0274,P51,su1,Golden Bantam,2014,New York,
14A0705,P51,su1,Golden Bantam,2014,New York,
31438,P51,su1,Golden Bantam,2014,Wisconsin,
32459,P51,su1,Golden Bantam,2014,Wisconsin,
15A0138,P51,su1,Golden Bantam,2015,New York,
15A0641,P51,su1,Golden Bantam,2015,New York,
14A0063,P51B,su1,Found in Diversity Panel. No notes,2014,New York,
14A0492,P51B,su1,Found in Diversity Panel. No notes,2014,New York,
31325,P51B,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0248,P51B,su1,Found in Diversity Panel. No notes,2015,New York,
15A0760,P51B,su1,Found in Diversity Panel. No notes,2015,New York,
2751,P51B,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0254,P51xRp1d,su1,Found in Diversity Panel. No notes,2014,New York,
14A0667,P51xRp1d,su1,Found in Diversity Panel. No notes,2014,New York,
31241,P51xRp1d,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
31266,P51xRp1d,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
31274,P51xRp1d,su1,Found in Diversity Panel. No notes,2014,Wisconsin,
15A0158,P51xRp1d,su1,Found in Diversity Panel. No notes,2015,New York,
15A0751,P51xRp1d,su1,Found in Diversity Panel. No notes,2015,New York,
2622,P51xRp1d,su1,Found in Diversity Panel. No notes,2015,Wisconsin,
14A0077,R825,sh2,"Ia5125 sh2. Looked at seed, confirmed",2014,New York,
14A0483,R825,sh2,"Ia5125 sh2. Looked at seed, confirmed",2014,New York,
30852,R825,sh2,"Ia5125 sh2. Looked at seed, confirmed",2014,Wisconsin,
30910,R825,sh2,"Ia5125 sh2. Looked at seed, confirmed",2014,Wisconsin,
15A0738,R825,sh2,"Ia5125 sh2. Looked at seed, confirmed",2015,New York,
3157,R825,sh2,"Ia5125 sh2. Looked at seed, confirmed",2015,Wisconsin,
14A0027,R839,sh2,P39 sh2,2014,New York,
14A0473,R839,sh2,P39 sh2,2014,New York,
31273,R839,sh2,P39 sh2,2014,Wisconsin,
31324,R839,sh2,P39 sh2,2014,Wisconsin,
15A0218,R839,sh2,P39 sh2,2015,New York,
15A0645,R839,sh2,P39 sh2,2015,New York,
2613,R839,sh2,P39 sh2,2015,Wisconsin,
14A0081,R851,sh2,P51 sh2,2014,New York,
14A0486,R851,sh2,P51 sh2,2014,New York,
30673,R851,sh2,P51 sh2,2014,Wisconsin,
30845,R851,sh2,P51 sh2,2014,Wisconsin,
15A0221,R851,sh2,P51 sh2,2015,New York,
15A0719,R851,sh2,P51 sh2,2015,New York,
3168,R851,sh2,P51 sh2,2015,Wisconsin,
14A0023,R853,sh2,Ia453 sh2,2014,New York,
14A0510,R853,sh2,Ia453 sh2,2014,New York,
30309,R853,sh2,Ia453 sh2,2014,Wisconsin,
31127,R853,sh2,Ia453 sh2,2014,Wisconsin,
14A0163,S4,su1,Golden Bantam 77x Hayes White?,2014,New York,
14A0683,S4,su1,Golden Bantam 77x Hayes White?,2014,New York,
31316,S4,su1,Golden Bantam 78 x Hayes White?,2014,Wisconsin,
32354,S4,su1,Golden Bantam 77x Hayes White?,2014,Wisconsin,Fresh Samples left at room temperature. Might be trash
15A0027,S4,su1,Golden Bantam 77x Hayes White?,2015,New York,
14A0340,S43,su1,Golden Bantam 77x Hayes White?,2014,New York,
32351,S43,su1,Golden Bantam 77x Hayes White?,2014,Wisconsin,
32460,S43,su1,Golden Bantam 77x Hayes White?,2014,Wisconsin,
15A0266,S43,su1,Golden Bantam 77x Hayes White?,2015,New York,
15A0701,S43,su1,Golden Bantam 77x Hayes White?,2015,New York,
2405,S43,su1,Golden Bantam 77x Hayes White?,2015,Wisconsin,
2924,S43,su1,Golden Bantam 77x Hayes White?,2015,Wisconsin,
